Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_available,Ratings,Route_name,Route_link
RSRTC - 193879,Express Non AC Seater 2+3,17:00,21:30,04h 30m,INR 211,42 Seats available,3.7,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
RSRTC - 169915,Express Non AC Seater 2+3,17:30,21:30,04h 00m,INR 211,42 Seats available,3.7,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
RSRTC - 190595,Express Non AC Seater 2+3,17:35,22:00,04h 25m,INR 211,42 Seats available,3.7,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
RSRTC - 188046,Express Non AC Seater 2+3,17:45,21:30,03h 45m,INR 211,42 Seats available,3.7,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
Jain travels regd,NON A/C Sleeper (2+1),14:40,18:30,03h 50m,INR 400,32 Seats available,3.7,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
Jain travels regd,A/C Seater / Sleeper (2+1),17:20,20:45,03h 25m,INR 300,40 Seats available,"3.7
4",Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
Kalpana Travels Pvt. Ltd.,AC Sleeper (2+1),18:15,23:15,05h 00m,INR 600,30 Seats available,3.0,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
Jain travels regd,NON AC Seater / Sleeper 2+1,19:30,23:00,03h 30m,INR 350,41 Seats available,3.7,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
Devraj Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:20,23:59,02h 39m,INR 500,38 Seats available,"3.9
4",Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
RSRTC - 143156,Super Luxury Volvo AC Seater Pushback 2+2,14:30,20:45,06h 15m,INR 740,15 Seats available,"2.0
56",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 196128,Express Non AC Seater 2+3,16:20,00:00,07h 40m,INR 363,42 Seats available,3.3,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 196130,Express Non AC Seater 2+3,16:20,00:00,07h 40m,INR 363,42 Seats available,3.3,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 188525,Super Luxury Volvo AC Seater Pushback 2+2,16:30,22:45,06h 15m,INR 740,37 Seats available,"3.7
55",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 157451,Super Luxury Volvo AC Seater Pushback 2+2,17:30,23:45,06h 15m,INR 740,25 Seats available,"3.4
29",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 189582,NON AC Seater / Sleeper 2+1,20:01,03:30,07h 29m,INR 448,24 Seats available,3.3,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 190961,NON AC Seater / Sleeper 2+1,20:40,04:40,08h 00m,INR 448,32 Seats available,"3.2
13",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 163517,Express Non AC Seater 2+3,21:05,05:00,07h 55m,INR 356,40 Seats available,3.3,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 178948,Super Luxury Volvo AC Seater Pushback 2+2,22:31,04:45,06h 14m,INR 740,37 Seats available,"4.2
42",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 170972,Super Luxury Volvo AC Seater Pushback 2+2,23:59,06:15,06h 16m,INR 740,32 Seats available,"4.4
44",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
Gajraj Travels,A/C Sleeper (2+1),22:15,05:35,07h 20m,INR 600,19 Seats available,"4.7
416",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
Jain travels regd,AC Sleeper (2+1),22:30,05:05,06h 35m,INR 600,30 Seats available,"4.3
468",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
Jain travels regd,A/C Seater / Sleeper (2+1),23:00,06:00,07h 00m,INR 450,32 Seats available,"4.2
251",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
M R Travels,A/C Seater / Sleeper (2+1),22:30,05:30,07h 00m,INR 510,22 Seats available,"4.4
352",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
M R Travels,A/C Seater / Sleeper (2+1),23:35,06:10,06h 35m,INR 765,23 Seats available,"4.3
218",Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 183141,Express Non AC Seater 2+3,14:35,21:00,06h 25m,INR 294,42 Seats available,4.0,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
RSRTC - 192831,Express Non AC Seater 2+3,15:00,21:00,06h 00m,INR 285,42 Seats available,"1.7
4",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
RSRTC - 197040,Deluxe AC Seater 2+2,16:01,21:15,05h 14m,INR 531,13 Seats available,"2.3
16",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
RSRTC - 197538,Express Non AC Seater 2+3,17:15,00:15,07h 00m,INR 294,42 Seats available,4.0,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
RSRTC - 193271,Express Non AC Seater 2+3,19:30,02:00,06h 30m,INR 294,40 Seats available,"4.9
9",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
RSRTC - 189622,Express Non AC Seater 2+3,22:00,05:00,07h 00m,INR 294,37 Seats available,"2.5
7",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
M R Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),17:10,21:55,04h 45m,INR 612,45 Seats available,"4.6
509",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),17:00,21:30,04h 30m,INR 550,15 Seats available,"4.6
289",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),13:00,17:20,04h 20m,INR 550,9 Seats available,"4.3
303",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
AdJakhar Travels,A/C Seater / Sleeper (2+1),22:00,04:30,06h 30m,INR 457,28 Seats available,"4.1
215",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
Raj Travel,A/C Sleeper (2+1),22:30,05:30,07h 00m,INR 550,29 Seats available,"4.4
170",Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
RSRTC - 180151,Express Non AC Seater 2+3,14:30,16:45,02h 15m,INR 120,42 Seats available,3.7,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
RSRTC - 163465,Express Non AC Seater 2+3,14:35,16:45,02h 10m,INR 120,42 Seats available,3.7,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
RSRTC - 179320,Express Non AC Seater 2+3,15:30,17:15,01h 45m,INR 120,42 Seats available,3.7,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
RSRTC - 186819,Express Non AC Seater 2+3,15:35,09:30,17h 55m,INR 120,42 Seats available,3.7,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
RSRTC - 194531,Super Luxury Volvo AC Seater Pushback 2+2,15:45,17:15,01h 30m,INR 239,13 Seats available,3.7,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
RSRTC - 156276,Express Non AC Seater 2+3,16:25,19:20,02h 55m,INR 120,42 Seats available,3.7,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
RSRTC - 195993,Express Non AC Seater 2+3,16:30,19:30,03h 00m,INR 120,42 Seats available,3.7,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
RSRTC - 184201,Express Non AC Seater 2+3,16:30,21:45,05h 15m,INR 209,42 Seats available,3.7,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
RSRTC - 187798,Super Luxury Volvo AC Seater Pushback 2+2,16:45,18:15,01h 30m,INR 239,36 Seats available,"4.0
12",Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
RSRTC - 178227,Express Non AC Seater 2+3,16:50,20:30,03h 40m,INR 120,42 Seats available,3.7,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
RSRTC - 182944,Express Non AC Seater 2+3,16:50,19:00,02h 10m,INR 120,42 Seats available,3.7,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
RSRTC - 195575,Deluxe AC Seater 2+2,17:00,18:30,01h 30m,INR 207,37 Seats available,3.7,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
RSRTC - 157455,Super Luxury Volvo AC Seater Pushback 2+2,17:45,19:15,01h 30m,INR 239,37 Seats available,"3.3
17",Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
RSRTC - 194408,Express Non AC Seater 2+3,17:45,20:00,02h 15m,INR 120,42 Seats available,3.7,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
RSRTC - 157466,Express Non AC Seater 2+3,18:40,21:45,03h 05m,INR 120,42 Seats available,3.7,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
UPSRTC - KSN0275,Ordinary Non AC Seater 2+3,18:06,20:30,02h 24m,INR 133,52 Seats available,3.3,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
V k jain travels,NON A/C Seater/ Sleeper (2+1),14:15,17:01,02h 46m,INR 350,36 Seats available,3.0,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
Jain travels regd,NON A/C Sleeper (2+1),15:45,18:30,02h 45m,INR 350,32 Seats available,3.9,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
Rinku Travels,A/C Seater / Sleeper (2+1),17:30,21:00,03h 30m,315,41 Seats available,3.7,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
Mahalaxmi Travels,A/C Seater / Sleeper (2+1),18:00,21:30,03h 30m,INR 333,31 Seats available,3.7,Kishangarh to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kishangarh-to-jaipur
RSRTC - 182763,Express Non AC Seater 2+3,14:00,20:30,06h 30m,INR 265,42 Seats available,"1.7
4",Kota(Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur
RSRTC - 162121,Express Non AC Seater 2+3,14:18,21:56,07h 38m,INR 265,42 Seats available,4.0,Kota(Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur
RSRTC - 194583,Express Non AC Seater 2+3,15:15,20:45,05h 30m,INR 265,41 Seats available,4.0,Kota(Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur
RSRTC - 188614,Express Non AC Seater 2+3,16:00,00:00,08h 00m,INR 265,42 Seats available,4.0,Kota(Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur
RSRTC - 194246,Express Non AC Seater 2+3,16:15,22:00,05h 45m,INR 265,42 Seats available,4.0,Kota(Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur
RSRTC - 164439,Express Non AC Seater 2+3,16:15,22:15,06h 00m,INR 265,46 Seats available,4.0,Kota(Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur
RSRTC - 164064,Express Non AC Seater 2+3,17:00,23:00,06h 00m,INR 265,46 Seats available,4.0,Kota(Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur
RSRTC - 191749,Express Non AC Seater 2+3,18:30,00:10,05h 40m,INR 265,42 Seats available,4.0,Kota(Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur
RSRTC - 189240,NON AC Seater / Sleeper 2+1,21:00,02:10,05h 10m,INR 341,26 Seats available,"4.1
27",Kota(Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur
RSRTC - 197791,NON AC Seater / Sleeper 2+1,23:15,04:40,05h 25m,INR 344,10 Seats available,4.0,Kota(Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur
RSRTC - 194692,Express Non AC Seater 2+3,23:59,05:30,05h 31m,INR 265,41 Seats available,4.0,Kota(Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:00,22:15,05h 15m,INR 333,38 Seats available,"4.1
288",Kota(Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur
Vijay Tour and Travels,Bharat Benz A/C Seater / Sleeper (2+2),18:00,22:40,04h 40m,494,37 Seats available,"4.1
286",Kota(Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur
Babu Travels,Bharat Benz A/C Seater /Sleeper (2+1),16:00,20:30,04h 30m,INR 399,11 Seats available,"3.9
106",Kota(Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur
Jakhar Travels,NON A/C Seater/ Sleeper (2+1),23:00,05:15,06h 15m,INR 250,18 Seats available,"4.1
80",Kota(Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur
Jakhar Travels,A/C Seater / Sleeper (2+1),23:59,06:00,06h 01m,INR 333,23 Seats available,"4.2
152",Kota(Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/kota-rajasthan-to-jaipur
RSRTC - 188046,Express Non AC Seater 2+3,14:15,17:30,03h 15m,INR 167,42 Seats available,4.0,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
RSRTC - 197935,Express Non AC Seater 2+3,14:30,17:40,03h 10m,INR 167,42 Seats available, ,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
RSRTC - 167049,Express Non AC Seater 2+3,14:30,17:45,03h 15m,INR 167,42 Seats available,4.0,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
RSRTC - 146140,Super Luxury Volvo AC Seater Pushback 2+2,14:46,17:35,02h 49m,INR 339,35 Seats available,"3.5
15",Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
RSRTC - 169078,NON AC Seater / Sleeper 2+1,15:00,18:00,03h 00m,INR 235,37 Seats available,4.0,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
RSRTC - 184963,Express Non AC Seater 2+3,15:15,18:30,03h 15m,INR 167,46 Seats available,4.0,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
RSRTC - 190572,Express Non AC Seater 2+3,16:15,19:30,03h 15m,INR 167,42 Seats available,4.0,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
RSRTC - 194178,Super Luxury Volvo AC Seater Pushback 2+2,16:30,19:15,02h 45m,INR 339,33 Seats available,"4.4
6",Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
RSRTC - 160785,Super Luxury Volvo AC Seater Pushback 2+2,17:30,20:15,02h 45m,INR 339,31 Seats available,"4.3
24",Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
RSRTC - 190951,Express Non AC Seater 2+3,18:00,21:15,03h 15m,INR 167,42 Seats available,4.0,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
RSRTC - 193481,Express Non AC Seater 2+3,18:30,21:30,03h 00m,INR 167,42 Seats available,4.0,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
RSRTC - 176394,Super Luxury Volvo AC Seater Pushback 2+2,20:00,22:30,02h 30m,INR 339,37 Seats available,"4.4
11",Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
RSRTC - 189473,NON AC Seater / Sleeper 2+1,21:00,00:30,03h 30m,INR 235,37 Seats available,4.0,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
RSRTC - 172841,Super Luxury Volvo AC Seater Pushback 2+2,22:01,00:25,02h 24m,INR 339,37 Seats available,4.0,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
RSRTC - 192299,Super Luxury Volvo AC Seater Pushback 2+2,23:00,01:30,02h 30m,INR 339,37 Seats available,4.0,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
Jain travels regd,A/C Seater / Sleeper (2+1),14:00,17:20,03h 20m,INR 370,39 Seats available,3.9,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
M R Travels,NON A/C Seater/ Sleeper (2+1),15:30,19:30,04h 00m,INR 408,32 Seats available,3.9,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
Jain travels regd,NON AC Seater / Sleeper 2+1,15:30,19:30,04h 00m,INR 270,41 Seats available,3.9,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
Jain travels regd,NON AC Seater/ Sleeper (2+1),17:00,21:45,04h 45m,INR 270,32 Seats available,3.9,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
M R Travels,NON A/C Seater/ Sleeper (2+1),17:55,22:15,04h 20m,INR 408,42 Seats available,3.9,Jodhpur to Beawar (Rajasthan),https://www.redbus.in/bus-tickets/jodhpur-to-beawer
RSRTC - 195350,Express Non AC Seater 2+3,18:40,00:00,05h 20m,INR 369,42 Seats available,3.5,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
RSRTC - 198494,Express Non AC Seater 2+3,19:50,03:00,07h 10m,INR 369,42 Seats available, ,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
RSRTC - 178227,Express Non AC Seater 2+3,20:50,03:00,06h 10m,INR 369,42 Seats available,3.5,Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
RSRTC - 190202,Express Non AC Seater 2+3,21:50,05:00,07h 10m,INR 369,42 Seats available,"3.5
20",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
RSRTC - 195689,Semi Deluxe Non AC Seater 2+2,22:01,04:30,06h 29m,INR 411,13 Seats available,"2.0
12",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
RSRTC - 197499,Deluxe AC Seater 2+2,23:00,04:30,05h 30m,INR 590,31 Seats available,"4.1
9",Jaipur (Rajasthan) to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/jaipur-to-aligarh-uttar-pradesh
