Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_available,Ratings,Route_name,Route_link
Assam State Transport Corporation (ASTC) - 139846,Volvo AC Seater 2+2,06:10,10:00,03h 50m,INR 298,28 Seats available,"4.2
219",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Assam State Transport Corporation (ASTC) - 149849,Volvo AC Seater 2+2,06:30,10:45,04h 15m,INR 298,29 Seats available,"3.7
61",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Assam State Transport Corporation (ASTC) - 143955,Bharat Benz A/C Seater (2+2),07:00,11:00,04h 00m,INR 298,34 Seats available,"3.8
231",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Assam State Transport Corporation (ASTC) - 155999,Bharat Benz A/C Seater (2+2),07:15,10:50,03h 35m,INR 298,26 Seats available,"4.2
120",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Assam State Transport Corporation (ASTC) - 175310,Bharat Benz A/C Seater (2+2),08:30,12:45,04h 15m,INR 298,35 Seats available,"3.7
37",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Assam State Transport Corporation (ASTC) - 154910,Bharat Benz A/C Seater (2+2),10:30,15:00,04h 30m,INR 298,32 Seats available,"3.9
333",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Assam State Transport Corporation (ASTC) - 158331,Bharat Benz A/C Seater (2+2),13:45,18:00,04h 15m,INR 298,35 Seats available,"4.1
29",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Aziba Travels,NON A/C Seater (2+1),05:45,10:40,04h 55m,347,34 Seats available,"4.5
19",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),06:45,11:10,04h 25m,INR 370,37 Seats available,"4.1
141",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Chartered Bus - ASTC,A/C Seater Push Back (2+2),07:00,11:00,04h 00m,INR 399.34,32 Seats available,"4.5
118",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Yatra Travels,NON A/C Seater (2+1),07:00,12:00,05h 00m,495,32 Seats available,"3.9
5",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,07:30,11:30,04h 00m,INR 399.34,35 Seats available,"4.7
376",Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur
Assam State Transport Corporation (ASTC) - 145920,Bharat Benz A/C Seater (2+2),07:20,10:00,02h 40m,INR 191,35 Seats available,"3.6
285",Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
Assam State Transport Corporation (ASTC) - 146078,Bharat Benz A/C Seater (2+2),08:15,11:00,02h 45m,INR 191,29 Seats available,"4.3
365",Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
Purple Wings Coaches,A/C Seater / Sleeper (2+1),04:05,06:00,01h 55m,INR 450,45 Seats available,"3.7
18",Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
NEELKANTH TRAVELS,A/C Seater Push Back (2+2),06:25,08:30,02h 05m,INR 275,41 Seats available,"4.5
39",Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
Kanchan Travels,AC Seater (2+2),06:35,08:30,01h 55m,INR 288.2,31 Seats available,"4.6
9",Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
Mahi Travels(Under ASTC),A/C Seater (2+2),06:50,08:55,02h 05m,312,40 Seats available,"4.7
6",Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
Orient Transline,A/C Seater (2+1),07:00,09:00,02h 00m,INR 333.33,37 Seats available,"4.7
21",Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
Orient Transline,A/C Seater (2+1),08:00,10:10,02h 10m,INR 333.33,34 Seats available,"4.8
11",Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
Mahi Travels(Under ASTC),A/C Seater (2+2),09:10,11:40,02h 30m,364,42 Seats available,"4.9
38",Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
Orient Transline,A/C Seater (2+1),08:50,11:00,02h 10m,INR 333.33,36 Seats available,"4.5
33",Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
TRINAYAN TRANSPORT (Under ASTC),A/C Seater (2+1),12:15,14:30,02h 15m,420,35 Seats available,"3.7
19",Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
Anindita Travels,NON A/C Seater (2+1),09:15,11:30,02h 15m,INR 400,37 Seats available,"4.1
8",Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati
Assam State Transport Corporation (ASTC) - 149849,Volvo AC Seater 2+2,06:30,09:00,02h 30m,INR 191,29 Seats available,"3.7
15",Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon
Assam State Transport Corporation (ASTC) - 143955,Bharat Benz A/C Seater (2+2),07:00,09:30,02h 30m,INR 191,35 Seats available,"3.7
19",Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon
Assam State Transport Corporation (ASTC) - 154910,Bharat Benz A/C Seater (2+2),10:30,13:00,02h 30m,INR 191,32 Seats available,"4.2
157",Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon
Assam State Transport Corporation (ASTC) - 146146,Bharat Benz A/C Seater (2+2),13:00,16:00,03h 00m,INR 191,30 Seats available,"4.2
292",Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon
Assam State Transport Corporation (ASTC) - 146079,Bharat Benz A/C Seater (2+2),15:00,18:00,03h 00m,INR 191,34 Seats available,"3.6
261",Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon
Kareng Travels,Non AC Seater (2+1),05:00,07:30,02h 30m,INR 300,36 Seats available,"4.5
27",Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon
NETWORK TRAVELS,NON A/C Seater (2+2),06:30,10:00,03h 30m,INR 350,40 Seats available,3.8,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon
SHIVAM TRAVELS,NON A/C Seater (2+2),06:45,09:30,02h 45m,INR 370,37 Seats available,"4.4
12",Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,07:30,09:30,02h 00m,INR 291.57,35 Seats available,"4.6
171",Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon
Baikuntha Transport Service,Bharat Benz A/C Seater (2+1),08:00,11:30,03h 30m,339,28 Seats available,3.2,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon
NEELKANTH TRAVELS,A/C Seater Push Back (2+2),09:05,12:00,02h 55m,INR 275,41 Seats available,"4.7
11",Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon
Mahi Travels(Under ASTC),A/C Seater (2+2),10:00,13:30,03h 30m,360,40 Seats available,"3.4
16",Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon
Mahi Travels(Under ASTC),Bharat Benz A/C Seater (2+2),10:30,13:50,03h 20m,300,35 Seats available,"3.5
14",Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon
Orient Transline,A/C Seater (2+1),11:30,14:25,02h 55m,INR 333.33,36 Seats available,"4.5
24",Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon
Kareng Travels,Non AC Seater (2+2),11:45,14:45,03h 00m,INR 280,45 Seats available,"3.9
9",Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon
Assam State Transport Corporation (ASTC) - 150574,Bharat Benz A/C Seater (2+2),12:00,19:00,07h 00m,INR 410,34 Seats available,"3.8
185",Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri
Assam State Transport Corporation (ASTC) - 178292,Bharat Benz A/C Seater (2+2),13:00,20:00,07h 00m,INR 410,35 Seats available,3.6,Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri
MAA MONOSHA TRAVELS,NON A/C Seater (2+1),10:00,17:30,07h 30m,347,38 Seats available,"3.3
10",Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri
Yatra,Non AC Seater (2+2),08:15,15:30,07h 15m,INR 350,40 Seats available,"1.9
42",Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri
Yatra,Non AC Seater (2+2),06:30,12:45,06h 15m,INR 300,41 Seats available,"2.4
19",Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri
Rizwan Travels,A/C Seater (2+2),13:30,20:30,07h 00m,INR 360,30 Seats available,"2.0
22",Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri
Maa monosha travels,Non AC Seater (2+2),12:30,19:30,07h 00m,INR 300,41 Seats available,"1.7
13",Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri
Rizwan Travels,Non AC Seater (2+2),04:45,11:00,06h 15m,INR 300,45 Seats available,"1.0
4",Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri
Rizwan Travels,Non AC Seater (2+2),05:15,11:30,06h 15m,INR 300,45 Seats available,"1.6
4",Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri
SREE CHAITANYA,Non AC Seater (2+2),17:30,23:00,05h 30m,INR 300,43 Seats available, ,Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri
Assam State Transport Corporation (ASTC) - 166131,Bharat Benz A/C Seater (2+2),07:20,13:30,06h 10m,INR 281,30 Seats available,"4.3
108",Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia
Assam State Transport Corporation (ASTC) - 154034,A/C Seater (2+1),09:15,15:00,05h 45m,INR 285,31 Seats available,"4.5
11",Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia
NETWORK TRAVELS,Non A/C Seater / Sleeper (2+1),00:30,05:30,05h 00m,500,48 Seats available,"4.2
11",Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia
Purple Wings Coaches,A/C Seater / Sleeper (2+1),01:15,05:05,03h 50m,602,30 Seats available,"3.5
9",Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia
Purple Wings Coaches,A/C Seater / Sleeper (2+1),01:20,05:15,03h 55m,621,30 Seats available,3.5,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia
NETWORK TRAVELS,NON A/C Seater Push Back (2+1),04:01,09:30,05h 29m,500,23 Seats available,"4.5
13",Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia
Aniruddha Travels,AC Seater (2+2),11:45,17:30,05h 45m,475,23 Seats available,"3.9
32",Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia
Aroti Travels (Under ASTC),Non AC Seater (2+2),12:20,17:50,05h 30m,360,36 Seats available,"3.6
23",Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia
Christina Travels,NON A/C Seater (2+2),12:30,18:00,05h 30m,450,45 Seats available,3.3,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia
Atlanta Travels,Volvo A/C Seater (2+2),12:45,18:15,05h 30m,540,43 Seats available,New,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,13:30,18:30,05h 00m,INR 658.01,32 Seats available,"4.5
60",Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia
MADHURIKA TRAVELS,A/C Seater (2+1),12:45,18:00,05h 15m,INR 600,33 Seats available,"1.8
8",Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia
Assam State Transport Corporation (ASTC) - 139846,Volvo AC Seater 2+2,06:10,09:15,03h 05m,INR 259,29 Seats available,"4.8
14",Guwahati to Kaliabor,https://www.redbus.in/bus-tickets/guwahati-to-kaliabor
Assam State Transport Corporation (ASTC) - 149849,Volvo AC Seater 2+2,06:30,10:00,03h 30m,INR 259,29 Seats available,4.3,Guwahati to Kaliabor,https://www.redbus.in/bus-tickets/guwahati-to-kaliabor
Assam State Transport Corporation (ASTC) - 143955,Bharat Benz A/C Seater (2+2),07:00,10:30,03h 30m,INR 259,35 Seats available,"4.0
4",Guwahati to Kaliabor,https://www.redbus.in/bus-tickets/guwahati-to-kaliabor
Assam State Transport Corporation (ASTC) - 154910,Bharat Benz A/C Seater (2+2),10:30,14:00,03h 30m,INR 259,32 Seats available,"4.4
13",Guwahati to Kaliabor,https://www.redbus.in/bus-tickets/guwahati-to-kaliabor
Assam State Transport Corporation (ASTC) - 158331,Bharat Benz A/C Seater (2+2),13:45,17:15,03h 30m,INR 259,35 Seats available,4.3,Guwahati to Kaliabor,https://www.redbus.in/bus-tickets/guwahati-to-kaliabor
Christina Travels,NON A/C Seater (2+2),06:00,09:00,03h 00m,650,45 Seats available,3.3,Guwahati to Kaliabor,https://www.redbus.in/bus-tickets/guwahati-to-kaliabor
SHIVAM TRAVELS,NON A/C Seater (2+2),06:45,10:00,03h 15m,INR 370,37 Seats available,4.1,Guwahati to Kaliabor,https://www.redbus.in/bus-tickets/guwahati-to-kaliabor
Yatra Travels,A/C Seater / Sleeper (2+1),07:15,11:30,04h 15m,495,45 Seats available,4.1,Guwahati to Kaliabor,https://www.redbus.in/bus-tickets/guwahati-to-kaliabor
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,07:30,10:45,03h 15m,INR 334.68,35 Seats available,"4.9
25",Guwahati to Kaliabor,https://www.redbus.in/bus-tickets/guwahati-to-kaliabor
Baikuntha Transport Service,Bharat Benz A/C Seater (2+1),08:00,12:30,04h 30m,439,28 Seats available,4.1,Guwahati to Kaliabor,https://www.redbus.in/bus-tickets/guwahati-to-kaliabor
Assam State Transport Corporation (ASTC) - 166131,Bharat Benz A/C Seater (2+2),06:15,11:40,05h 25m,INR 253,30 Seats available,"3.7
18",Dergaon to Dibrugarh,https://www.redbus.in/bus-tickets/dergaon-to-dibrugarh
Assam State Transport Corporation (ASTC) - 154034,A/C Seater (2+1),08:30,14:00,05h 30m,INR 251,31 Seats available,"2.9
7",Dergaon to Dibrugarh,https://www.redbus.in/bus-tickets/dergaon-to-dibrugarh
Purple Wings Coaches,A/C Seater / Sleeper (2+1),00:50,04:10,03h 20m,630,30 Seats available,4.0,Dergaon to Dibrugarh,https://www.redbus.in/bus-tickets/dergaon-to-dibrugarh
Purple Wings Coaches,A/C Seater / Sleeper (2+1),01:00,04:10,03h 10m,594,44 Seats available,4.0,Dergaon to Dibrugarh,https://www.redbus.in/bus-tickets/dergaon-to-dibrugarh
Baikuntha Transport Service,Bharat Benz A/C Seater /Sleeper (2+1),03:00,07:15,04h 15m,449,50 Seats available,3.2,Dergaon to Dibrugarh,https://www.redbus.in/bus-tickets/dergaon-to-dibrugarh
Atlanta Travels,Volvo A/C Seater (2+2),12:00,16:15,04h 15m,540,45 Seats available,New,Dergaon to Dibrugarh,https://www.redbus.in/bus-tickets/dergaon-to-dibrugarh
SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),12:55,17:00,04h 05m,INR 600,20 Seats available,"3.2
4",Dergaon to Dibrugarh,https://www.redbus.in/bus-tickets/dergaon-to-dibrugarh
Bashudev Transline (Under ASTC),A/C Seater (2+1),13:50,18:00,04h 10m,INR 550,37 Seats available,"4.9
8",Dergaon to Dibrugarh,https://www.redbus.in/bus-tickets/dergaon-to-dibrugarh
Aroti Travels (Under ASTC),Non AC Seater (2+2),11:30,16:20,04h 50m,297,37 Seats available,"2.2
8",Dergaon to Dibrugarh,https://www.redbus.in/bus-tickets/dergaon-to-dibrugarh
Christina Travels,NON A/C Seater (2+2),12:00,16:30,04h 30m,650,45 Seats available,"1.9
4",Dergaon to Dibrugarh,https://www.redbus.in/bus-tickets/dergaon-to-dibrugarh
